Last N days,Profit Ratio,Time to Ship,City,Customer,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Category,Container,Product Name,Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Supplier,Unit Price,Customer Zip Code
2490,20.94%,1,Norristown,Lena Creighton,Home Office,6.0%,1,4/9/2012 12:00:00 AM,15236,Not Specified,33,0.38,Office Supplies,Small Box,Heavy-Duty E-Z-D® Binders,Binders and Binder Accessories,$72,East,2134,$341,4/10/2012 12:00:00 AM,Regular Air,$3,Pennsylvania,Other,$11,19401
2490,8.19%,2,Penn Hills,Lena Creighton,Home Office,1.0%,1,4/9/2012 12:00:00 AM,15236,Not Specified,30,0.52,Furniture,Wrap Bag,Eldon® 500 Class™ Desk Accessories,Office Furnishings,$31,East,2135,$381,4/11/2012 12:00:00 AM,Express Air,$6,Pennsylvania,Eldon,$12,15235
2634,-11.40%,2,Watertown,Ben Wallace,Home Office,7.0%,1,11/17/2011 12:00:00 AM,15264,Medium,3,0.35,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,($408),East,2136,"$3,582",11/19/2011 12:00:00 AM,Regular Air,$20,New York,Fellowes,"$1,271",13601
2634,36.66%,0,Watertown,Ben Wallace,Home Office,7.0%,1,11/17/2011 12:00:00 AM,15264,Medium,13,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,$33,East,2137,$90,11/17/2011 12:00:00 AM,Regular Air,$0,New York,Other,$7,13601
3654,35.23%,2,West Palm Beach,Maria Zettner,Corporate,0.0%,1,1/31/2009 12:00:00 AM,15270,Not Specified,36,0.38,Office Supplies,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,$91,South,2138,$258,2/2/2009 12:00:00 AM,Regular Air,$2,Florida,Other,$7,33407
3114,24.67%,0,Wilmington,Elpida Rittenbach,Consumer,1.0%,1,7/25/2010 12:00:00 AM,15271,Critical,18,,Furniture,Medium Box,SAFCO Folding Chair Trolley,Chairs & Chairmats,$589,East,2139,"$2,389",7/25/2010 12:00:00 AM,Regular Air,$13,Delaware,Other,$128,19805
3114,-35.05%,0,Wilmington,Elpida Rittenbach,Consumer,3.0%,1,7/25/2010 12:00:00 AM,15271,Critical,7,0.57,Technology,Small Pack,Accessory13,Telephones and Communication,($78),East,2140,$222,7/25/2010 12:00:00 AM,Regular Air,$1,Delaware,Other,$36,19805
2370,17.41%,2,Winter Haven,Nick Radford,Corporate,2.0%,1,8/7/2012 12:00:00 AM,15296,Not Specified,38,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,"$1,082",South,2141,"$6,217",8/9/2012 12:00:00 AM,Regular Air,$20,Florida,Fellowes,$162,33881
2916,-32.73%,2,Provo,Cari Sayre,Home Office,5.0%,1,2/8/2011 12:00:00 AM,15300,High,42,0.37,Office Supplies,Small Box,Astroparche® Fine Business Paper,Paper,($75),West,2142,$230,2/10/2011 12:00:00 AM,Express Air,$5,Utah,Other,$5,84604
3064,-73.57%,1,Colorado Springs,Fred Harton,Home Office,2.0%,1,9/13/2010 12:00:00 AM,15303,Critical,21,0.36,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,($74),West,2143,$101,9/14/2010 12:00:00 AM,Regular Air,$6,Colorado,Avery,$5,80906
3064,-20.54%,2,Colorado Springs,Fred Harton,Home Office,2.0%,1,9/13/2010 12:00:00 AM,15303,Critical,18,0.7,Technology,Small Pack,"Imation IBM Formatted Diskettes, 100/Pack",Computer Peripherals,($108),West,2144,$526,9/15/2010 12:00:00 AM,Regular Air,$9,Colorado,Other,$28,80906
2472,31.48%,0,Mason City,Rob Haberlin,Consumer,4.0%,1,4/27/2012 12:00:00 AM,15329,High,34,0.5,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,$320,Central,2145,"$1,015",4/27/2012 12:00:00 AM,Express Air,$2,Iowa,Other,$30,50401
3170,-0.85%,2,Gladstone,Maria Bertelson,Home Office,10.0%,1,5/30/2010 12:00:00 AM,15332,Not Specified,6,0.39,Office Supplies,Small Box,Ibico Laser Imprintable Binding System Covers,Binders and Binder Accessories,($3),Central,2146,$322,6/1/2010 12:00:00 AM,Regular Air,$16,MO,Other,$52,64118
3060,31.34%,2,Jacksonville,Thea Hudgings,Consumer,10.0%,1,9/17/2010 12:00:00 AM,15335,Medium,26,0.42,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,$240,South,2147,$766,9/19/2010 12:00:00 AM,Regular Air,$2,Florida,Other,$32,32216
3283,-50.10%,2,Hazleton,Troy Blackwell,Home Office,0.0%,1,2/6/2010 12:00:00 AM,15397,Critical,42,0.64,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,($112),East,2148,$223,2/8/2010 12:00:00 AM,Express Air,$4,Pennsylvania,Other,$5,18201
3283,-4.57%,0,Hazleton,Troy Blackwell,Home Office,7.0%,1,2/6/2010 12:00:00 AM,15397,Critical,29,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,($54),East,2149,"$1,178",2/6/2010 12:00:00 AM,Regular Air,$7,Pennsylvania,Other,$41,18201
3283,-42.07%,1,Hazleton,Troy Blackwell,Home Office,1.0%,1,2/6/2010 12:00:00 AM,15397,Critical,43,0.58,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,($51),East,2150,$122,2/7/2010 12:00:00 AM,Regular Air,$2,Pennsylvania,Other,$3,18201
2456,24.32%,2,Coventry,Benjamin Venier,Small Business,2.0%,1,5/13/2012 12:00:00 AM,15399,Critical,38,0.59,Technology,Small Box,V3682,Telephones and Communication,$970,East,2151,"$3,988",5/15/2012 12:00:00 AM,Regular Air,$4,Rhode Island,Other,$126,02816
2456,-2.33%,2,Lyndhurst,Benjamin Venier,Small Business,1.0%,1,5/13/2012 12:00:00 AM,15399,Critical,7,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,($51),East,2152,"$2,202",5/15/2012 12:00:00 AM,Delivery Truck,$70,New Jersey,Other,$285,07071
2456,23.93%,1,Saco,Benjamin Venier,Small Business,4.0%,1,5/13/2012 12:00:00 AM,15399,Critical,46,0.57,Technology,Small Box,T193,Telephones and Communication,$602,East,2153,"$2,515",5/14/2012 12:00:00 AM,Express Air,$5,Maine,Other,$66,04072
2749,12.66%,4,Draper,Larry Tron,Home Office,8.0%,1,7/25/2011 12:00:00 AM,15425,Low,29,0.5,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,$367,West,2154,"$2,896",7/29/2011 12:00:00 AM,Express Air,$20,Utah,Other,$100,84020
2915,-0.44%,1,Aloha,Sibella Parks,Small Business,9.0%,1,2/9/2011 12:00:00 AM,15428,Critical,50,0.78,Technology,Small Box,Acco Keyboard-In-A-Box®,Computer Peripherals,($6),West,2155,"$1,445",2/10/2011 12:00:00 AM,Express Air,$4,Oregon,Acco,$29,97007
2915,-19.82%,3,Aloha,Sibella Parks,Small Business,1.0%,1,2/9/2011 12:00:00 AM,15428,Critical,10,0.57,Technology,Small Box,LX 677,Telephones and Communication,($187),West,2156,$942,2/12/2011 12:00:00 AM,Regular Air,$9,Oregon,Other,$111,97007
2898,37.19%,1,Myrtle Beach,Luke Schmidt,Home Office,8.0%,1,2/26/2011 12:00:00 AM,15462,Critical,20,0.39,Office Supplies,Small Box,Satellite Sectional Post Binders,Binders and Binder Accessories,$321,South,2157,$863,2/27/2011 12:00:00 AM,Regular Air,$3,South Carolina,Other,$43,29577
3115,-65.97%,2,Hammond,Evan Minnotte,Corporate,4.0%,1,7/24/2010 12:00:00 AM,15463,Low,48,0.4,Office Supplies,Small Box,Xerox 1920,Paper,($193),Central,2158,$293,7/26/2010 12:00:00 AM,Express Air,$8,Indiana,Xerox,$6,46324
2572,-71.96%,0,Long Beach,Michael Oakman,Small Business,1.0%,1,1/18/2012 12:00:00 AM,15491,Medium,5,0.59,Technology,Small Box,V70,Telephones and Communication,($649),South,2159,$901,1/18/2012 12:00:00 AM,Regular Air,$3,Mississippi,Other,$206,39560
2458,-23.99%,1,Garner,John Huston,Consumer,3.0%,1,5/11/2012 12:00:00 AM,15524,Medium,27,0.56,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",($38),South,2160,$157,5/12/2012 12:00:00 AM,Regular Air,$4,North Carolina,Acme,$6,27529
2432,17.25%,2,Tinley Park,Brad Eason,Small Business,0.0%,1,6/6/2012 12:00:00 AM,15591,Critical,31,0.43,Furniture,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",Office Furnishings,$74,Central,2161,$426,6/8/2012 12:00:00 AM,Regular Air,$5,Illinois,Other,$13,60477
2507,-21.75%,1,Pomona,Carlos Meador,Corporate,1.0%,1,3/23/2012 12:00:00 AM,15616,Critical,12,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,($84),West,2162,$387,3/24/2012 12:00:00 AM,Express Air,$7,California,Belkin,$31,91767
2507,4.46%,2,Pomona,Carlos Meador,Corporate,9.0%,1,3/23/2012 12:00:00 AM,15616,Critical,34,0.57,Office Supplies,Wrap Bag,Newell 31,Pens & Art Supplies,$6,West,2163,$134,3/25/2012 12:00:00 AM,Regular Air,$1,California,Newell,$4,91767
3104,-68.68%,3,Terre Haute,Joy Smith,Consumer,6.0%,1,8/4/2010 12:00:00 AM,15618,Medium,9,0.4,Office Supplies,Small Box,Xerox 1928,Paper,($35),Central,2164,$51,8/7/2010 12:00:00 AM,Regular Air,$6,Indiana,Xerox,$5,47802
3104,3.31%,2,Terre Haute,Joy Smith,Consumer,8.0%,1,8/4/2010 12:00:00 AM,15618,Medium,44,0.37,Office Supplies,Small Box,Xerox 1939,Paper,$26,Central,2165,$793,8/6/2010 12:00:00 AM,Regular Air,$10,Indiana,Xerox,$19,47802
3104,-1.46%,2,Terre Haute,Joy Smith,Consumer,6.0%,1,8/4/2010 12:00:00 AM,15618,Medium,14,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,($11),Central,2166,$782,8/6/2010 12:00:00 AM,Regular Air,$4,Indiana,Other,$66,47802
2776,16.71%,4,Kingston,Tony Molinari,Corporate,5.0%,1,6/28/2011 12:00:00 AM,15619,Low,36,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,$21,East,2167,$123,7/2/2011 12:00:00 AM,Express Air,$1,MA,Acco,$3,02364
2776,-4.56%,7,Waterville,Tony Molinari,Corporate,10.0%,1,6/28/2011 12:00:00 AM,15619,Low,9,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,($65),East,2168,"$1,425",7/5/2011 12:00:00 AM,Delivery Truck,$30,Maine,Other,$161,04901
2688,-39.28%,1,Muscatine,Gene Hale,Consumer,2.0%,1,9/24/2011 12:00:00 AM,15621,Critical,18,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,($14),Central,2169,$36,9/25/2011 12:00:00 AM,Express Air,$2,Iowa,Newell,$2,52761
2688,-12.32%,0,Muscatine,Gene Hale,Consumer,2.0%,1,9/24/2011 12:00:00 AM,15621,Critical,39,0.58,Office Supplies,Medium Box,Eldon Portable Mobile Manager,Storage & Organization,($136),Central,2170,"$1,106",9/24/2011 12:00:00 AM,Regular Air,$14,Iowa,Eldon,$28,52761
2718,17.06%,1,Pueblo West,Cathy Armstrong,Consumer,0.0%,1,8/25/2011 12:00:00 AM,15622,High,34,0.56,Furniture,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,"$1,464",West,2171,"$8,581",8/26/2011 12:00:00 AM,Delivery Truck,$60,Colorado,Other,$241,81007
2718,-95.04%,1,Pueblo West,Cathy Armstrong,Consumer,9.0%,1,8/25/2011 12:00:00 AM,15622,High,21,0.36,Office Supplies,Small Box,Xerox 1993,Paper,($129),West,2172,$136,8/26/2011 12:00:00 AM,Regular Air,$10,Colorado,Xerox,$6,81007
2312,25.17%,3,Colonial Heights,Anemone Ratner,Small Business,10.0%,1,10/4/2012 12:00:00 AM,15651,Critical,40,0.57,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,$549,South,2173,"$2,183",10/7/2012 12:00:00 AM,Express Air,$4,Virginia,Fellowes,$60,23834
2312,-39.20%,2,Colonial Heights,Anemone Ratner,Small Business,5.0%,1,10/4/2012 12:00:00 AM,15651,Critical,14,0.83,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,($449),South,2174,"$1,144",10/6/2012 12:00:00 AM,Regular Air,$35,Virginia,Other,$81,23834
2312,-22.03%,2,Colonial Heights,Anemone Ratner,Small Business,7.0%,1,10/4/2012 12:00:00 AM,15651,Critical,8,0.71,Furniture,Jumbo Box,Bevis Round Conference Room Tables and Bases,Tables,($330),South,2175,"$1,497",10/6/2012 12:00:00 AM,Delivery Truck,$56,Virginia,Other,$179,23834
3410,17.43%,2,Yucaipa,Duane Noonan,Corporate,3.0%,1,10/2/2009 12:00:00 AM,15654,Not Specified,27,0.55,Furniture,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,"$1,383",West,2176,"$7,938",10/4/2009 12:00:00 AM,Delivery Truck,$55,California,Other,$301,92399
3410,-53.12%,2,Yucaipa,Duane Noonan,Corporate,2.0%,1,10/2/2009 12:00:00 AM,15654,Not Specified,4,0.57,Technology,Jumbo Drum,Epson DFX-8500 Dot Matrix Printer,Office Machines,"($4,991)",West,2177,"$9,396",10/4/2009 12:00:00 AM,Delivery Truck,$30,California,Epson,"$2,550",92399
2490,-26.25%,3,Warwick,Benjamin Venier,Small Business,8.0%,1,4/9/2012 12:00:00 AM,15687,Critical,48,0.56,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,($893),East,2178,"$3,401",4/12/2012 12:00:00 AM,Delivery Truck,$47,Rhode Island,Hon,$71,02886
2251,-79.58%,2,Merritt Island,Natalie Webber,Corporate,7.0%,1,12/4/2012 12:00:00 AM,15712,High,1,0.69,Furniture,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,($82),South,2179,$103,12/6/2012 12:00:00 AM,Delivery Truck,$54,Florida,Other,$49,32953
2769,0.14%,2,Mooresville,MaryBeth Skach,Home Office,1.0%,1,7/5/2011 12:00:00 AM,15714,High,50,0.57,Office Supplies,Small Box,"Eureka Hand Vacuum, Bagless",Appliances,$4,South,2180,"$2,511",7/7/2011 12:00:00 AM,Express Air,$20,North Carolina,Other,$49,28115
2301,47.74%,3,Greenville,Kelly Andreada,Home Office,3.0%,1,10/15/2012 12:00:00 AM,15715,Critical,43,0.37,Office Supplies,Small Box,Xerox 1938,Paper,"$1,014",South,2181,"$2,124",10/18/2012 12:00:00 AM,Regular Air,$6,South Carolina,Xerox,$48,29611
3658,8.33%,1,Dickinson,Sean O'Donnell,Corporate,9.0%,1,1/27/2009 12:00:00 AM,15718,Critical,36,0.58,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,$8,Central,2182,$101,1/28/2009 12:00:00 AM,Regular Air,$1,North Dakota,Newell,$3,58601
3658,19.36%,2,Sandusky,Sean O'Donnell,Corporate,3.0%,1,1/27/2009 12:00:00 AM,15718,Critical,41,0.58,Office Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,$361,East,2183,"$1,863",1/29/2009 12:00:00 AM,Regular Air,$9,Ohio,Boston,$44,44870
3658,-5.46%,3,Sandusky,Sean O'Donnell,Corporate,6.0%,1,1/27/2009 12:00:00 AM,15718,Critical,50,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,($3),East,2184,$56,1/30/2009 12:00:00 AM,Regular Air,$1,Ohio,Other,$1,44870
2937,11.18%,1,Hazleton,Troy Blackwell,Home Office,7.0%,1,1/18/2011 12:00:00 AM,15719,Critical,18,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,$604,East,2185,"$5,405",1/19/2011 12:00:00 AM,Delivery Truck,$65,Pennsylvania,Other,$301,18201
3240,34.66%,1,Youngstown,Jas O'Carroll,Corporate,9.0%,1,3/21/2010 12:00:00 AM,15744,Critical,16,0.37,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,$291,East,2186,$839,3/22/2010 12:00:00 AM,Regular Air,$7,Ohio,Other,$55,44511
3458,47.28%,1,Rome,Maya Herman,Corporate,2.0%,1,8/15/2009 12:00:00 AM,15751,Critical,37,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,$90,South,2187,$190,8/16/2009 12:00:00 AM,Regular Air,$0,Georgia,Avery,$5,30161
3458,-6.55%,1,Rome,Maya Herman,Corporate,1.0%,1,8/15/2009 12:00:00 AM,15751,Critical,21,0.83,Technology,Small Pack,Accessory15,Telephones and Communication,($26),South,2188,$398,8/16/2009 12:00:00 AM,Regular Air,$1,Georgia,Other,$21,30161
3194,-68.31%,2,Loveland,Barry Blumstein,Small Business,0.0%,1,5/6/2010 12:00:00 AM,15778,High,9,0.38,Office Supplies,Small Box,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,($30),West,2189,$43,5/8/2010 12:00:00 AM,Regular Air,$5,Colorado,Other,$4,80538
2852,31.64%,2,Stevens Point,Thomas Boland,Corporate,3.0%,1,4/13/2011 12:00:00 AM,15780,Critical,19,0.39,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,$23,Central,2190,$72,4/15/2011 12:00:00 AM,Regular Air,$1,Wisconsin,Other,$4,54481
2343,0.11%,1,Bristol,David Flashing,Home Office,1.0%,1,9/3/2012 12:00:00 AM,15781,High,29,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,$1,East,2191,$825,9/4/2012 12:00:00 AM,Regular Air,$4,Connecticut,Belkin,$27,06010
2500,-81.92%,2,Cottage Lake,Jim Karlsson,Small Business,10.0%,1,3/30/2012 12:00:00 AM,15782,High,35,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,"($1,917)",West,2192,"$2,340",4/1/2012 12:00:00 AM,Regular Air,$69,Washington,Other,$71,98072
2972,9.95%,0,Fremont,Bill Donatelli,Corporate,5.0%,1,12/14/2010 12:00:00 AM,15808,Critical,33,0.44,Furniture,Wrap Bag,3M Hangers With Command Adhesive,Office Furnishings,$13,Central,2193,$127,12/14/2010 12:00:00 AM,Regular Air,$2,Nebraska,3M,$4,68025
2972,-16.43%,0,Grand Island,Bill Donatelli,Corporate,7.0%,1,12/14/2010 12:00:00 AM,15808,Critical,42,0.38,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,($149),Central,2194,$907,12/14/2010 12:00:00 AM,Express Air,$15,Nebraska,Avery,$22,68801
2972,1.32%,2,Grand Island,Bill Donatelli,Corporate,6.0%,1,12/14/2010 12:00:00 AM,15808,Critical,45,0.68,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,$12,Central,2195,$883,12/16/2010 12:00:00 AM,Regular Air,$4,Nebraska,Belkin,$20,68801
2972,-165.55%,1,Grand Island,Bill Donatelli,Corporate,1.0%,1,12/14/2010 12:00:00 AM,15808,Critical,3,0.58,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,($96),Central,2196,$58,12/15/2010 12:00:00 AM,Regular Air,$5,Nebraska,Other,$21,68801
3564,9.95%,2,Sandy Springs,Mitch Willingham,Corporate,1.0%,1,5/1/2009 12:00:00 AM,15815,Critical,43,0.4,Office Supplies,Small Box,Fellowes Binding Cases,Binders and Binder Accessories,$53,South,2197,$529,5/3/2009 12:00:00 AM,Regular Air,$6,Georgia,Fellowes,$12,30328
3564,19.25%,0,Sandy Springs,Mitch Willingham,Corporate,3.0%,1,5/1/2009 12:00:00 AM,15815,Critical,24,0.35,Office Supplies,Small Box,Presstex Flexible Ring Binders,Binders and Binder Accessories,$21,South,2198,$107,5/1/2009 12:00:00 AM,Regular Air,$1,Georgia,Other,$5,30328
2286,28.50%,0,Ozark,Helen Andreada,Corporate,1.0%,1,10/30/2012 12:00:00 AM,15872,Not Specified,48,0.57,Office Supplies,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,Appliances,"$1,482",Central,2199,"$5,198",10/30/2012 12:00:00 AM,Delivery Truck,$16,MO,Other,$101,65721
2286,-14.58%,2,Ozark,Helen Andreada,Corporate,0.0%,1,10/30/2012 12:00:00 AM,15872,Not Specified,23,0.38,Office Supplies,Small Box,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,($27),Central,2200,$189,11/1/2012 12:00:00 AM,Regular Air,$6,MO,Other,$7,65721
2286,3.33%,1,Ozark,Helen Andreada,Corporate,10.0%,1,10/30/2012 12:00:00 AM,15872,Not Specified,19,0.36,Office Supplies,Small Box,Xerox 1893,Paper,$24,Central,2201,$718,10/31/2012 12:00:00 AM,Regular Air,$17,MO,Xerox,$41,65721
3012,-86.48%,2,Cottage Grove,Mike Kennedy,Corporate,5.0%,1,11/4/2010 12:00:00 AM,15878,High,36,0.37,Office Supplies,Small Box,"Array® Parchment Paper, Assorted Colors",Paper,($238),Central,2202,$275,11/6/2010 12:00:00 AM,Regular Air,$11,Minnesota,Other,$7,55016
3385,-87.91%,1,Jackson,Trudy Brown,Small Business,8.0%,1,10/27/2009 12:00:00 AM,15904,Not Specified,39,0.56,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,($109),South,2203,$124,10/28/2009 12:00:00 AM,Regular Air,$4,Tennessee,Newell,$3,38301
3385,7.07%,2,Jackson,Trudy Brown,Small Business,9.0%,1,10/27/2009 12:00:00 AM,15904,Not Specified,49,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,$130,South,2204,"$1,837",10/29/2009 12:00:00 AM,Express Air,$9,Tennessee,Other,$41,38301
3050,-10.29%,2,North Miami Beach,Ross Baird,Corporate,5.0%,1,9/27/2010 12:00:00 AM,15906,Low,8,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,($224),South,2205,"$2,175",9/29/2010 12:00:00 AM,Delivery Truck,$18,Florida,Other,$265,33160
2854,-76.98%,2,Northbrook,Thomas Seio,Home Office,1.0%,1,4/11/2011 12:00:00 AM,15907,High,36,0.69,Furniture,Jumbo Box,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,"($1,414)",Central,2206,"$1,837",4/13/2011 12:00:00 AM,Delivery Truck,$54,Illinois,Other,$49,60062
2854,25.54%,3,Northbrook,Thomas Seio,Home Office,4.0%,1,4/11/2011 12:00:00 AM,15907,High,36,0.65,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Office Furnishings,$951,Central,2207,"$3,722",4/14/2011 12:00:00 AM,Express Air,$14,Illinois,Other,$106,60062
2854,-19.29%,1,Northbrook,Thomas Seio,Home Office,9.0%,1,4/11/2011 12:00:00 AM,15907,High,4,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,($5),Central,2208,$28,4/12/2011 12:00:00 AM,Regular Air,$2,Illinois,Other,$7,60062
2279,23.78%,4,Gurnee,Monica Federle,Corporate,4.0%,1,11/6/2012 12:00:00 AM,15937,Low,32,0.43,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,$74,Central,2209,$311,11/10/2012 12:00:00 AM,Regular Air,$2,Illinois,Other,$10,60031
2279,35.88%,9,Hanover Park,Monica Federle,Corporate,1.0%,1,11/6/2012 12:00:00 AM,15937,Low,17,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,$77,Central,2210,$216,11/15/2012 12:00:00 AM,Express Air,$3,Illinois,Other,$12,60103
2611,-25.90%,2,Cumberland,Michelle Tran,Consumer,2.0%,1,12/10/2011 12:00:00 AM,15941,Not Specified,15,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,($246),East,2211,$951,12/12/2011 12:00:00 AM,Delivery Truck,$37,Maryland,Other,$58,21501
3459,1.51%,1,Tewksbury,Elizabeth Moffitt,Consumer,6.0%,1,8/14/2009 12:00:00 AM,15971,High,15,0.57,Technology,Small Box,2180,Telephones and Communication,$33,East,2212,"$2,173",8/15/2009 12:00:00 AM,Regular Air,$9,MA,Other,$176,01876
2734,-37.37%,0,Hurst,Naresj Patel,Small Business,4.0%,1,8/9/2011 12:00:00 AM,15972,Not Specified,3,0.39,Office Supplies,Wrap Bag,Staples Gold Paper Clips,Rubber Bands,($4),Central,2213,$10,8/9/2011 12:00:00 AM,Regular Air,$2,Texas,Other,$3,76053
2734,-71.16%,1,Irving,Naresj Patel,Small Business,7.0%,1,8/9/2011 12:00:00 AM,15972,Not Specified,2,0.54,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,($10),Central,2214,$14,8/10/2011 12:00:00 AM,Regular Air,$3,Texas,Other,$6,75061
2231,-41.89%,2,Lakeland,Maurice Satty,Corporate,9.0%,1,12/24/2012 12:00:00 AM,16005,Not Specified,7,0.37,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,($21),South,2215,$51,12/26/2012 12:00:00 AM,Regular Air,$5,Florida,Avery,$7,33801
3346,17.30%,7,Clayton,Brian Thompson,Home Office,7.0%,1,12/5/2009 12:00:00 AM,16032,Low,35,0.48,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,$76,Central,2216,$437,12/12/2009 12:00:00 AM,Regular Air,$5,MO,Other,$13,63105
2585,-37.88%,1,Dennis,Harold Dahlen,Corporate,9.0%,1,1/5/2012 12:00:00 AM,16036,Medium,28,0.81,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,($818),East,2217,"$2,160",1/6/2012 12:00:00 AM,Regular Air,$35,MA,Other,$81,02638
2585,-97.57%,2,Lindenwold,Harold Dahlen,Corporate,5.0%,1,1/5/2012 12:00:00 AM,16036,Medium,28,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,($165),East,2218,$169,1/7/2012 12:00:00 AM,Regular Air,$8,New Jersey,Fellowes,$6,08021
2585,-20.38%,1,New Brunswick,Harold Dahlen,Corporate,7.0%,1,1/5/2012 12:00:00 AM,16036,Medium,10,0.6,Technology,Small Box,I888 World Phone,Telephones and Communication,($269),East,2219,"$1,319",1/6/2012 12:00:00 AM,Regular Air,$8,New Jersey,Other,$156,08901
2585,-25.70%,1,Palisades Park,Harold Dahlen,Corporate,10.0%,1,1/5/2012 12:00:00 AM,16036,Medium,33,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,($142),East,2220,$551,1/6/2012 12:00:00 AM,Regular Air,$9,New Jersey,Other,$18,07650
